,visual parameter label,visual parameter value,xticks,yticks,ax_00_0_plot_x,ax_00_0_plot_y,preserved 0,preserved 1,ax_01_0_plot_x,ax_01_0_plot_y,ax_02_0_plot_x,ax_02_0_plot_y,ax_03_0_plot_x,ax_03_0_plot_y
443,,,,,0.44322163,1.0678384,NONE_STR,NONE_STR,0.44322163,1.7165039,0.44322163,0.89937323,0.44422212,34.379833
444,,,,,0.44422212,0.72050947,NONE_STR,NONE_STR,0.44422212,1.6381598,0.44422212,1.1153885,0.44522262,6.9677033
445,,,,,0.44522262,0.6094077,NONE_STR,NONE_STR,0.44522262,1.523132,0.44522262,1.1591685,0.44622314,14.788118
446,,,,,0.44622314,0.5209881,NONE_STR,NONE_STR,0.44622314,1.6626725,0.44622314,1.2520843,0.44722363,34.375885
447,,,,,0.44722363,0.17117311,NONE_STR,NONE_STR,0.44722363,1.6692904,0.44722363,1.4680734,0.44822413,22.437626
448,,,,,0.44822413,-0.05620587,NONE_STR,NONE_STR,0.44822413,1.4694688,0.44822413,1.6090548,0.44922462,-0.38097277
449,,,,,0.44922462,-0.051394768,NONE_STR,NONE_STR,0.44922462,1.4333595,0.44922462,1.6066601,0.4502251,23.98398
450,,,,,0.4502251,-0.28225034,NONE_STR,NONE_STR,0.4502251,1.5217384,0.4502251,1.7573556,0.45122564,27.21967
451,,,,,0.45122564,-0.48498818,NONE_STR,NONE_STR,0.45122564,1.3856227,0.45122564,1.928383,0.45222613,7.2390895
452,,,,,0.45222613,-0.49102512,NONE_STR,NONE_STR,0.45222613,1.2518358,0.45222613,1.9738662,0.45322663,4.8964868
453,,,,,0.45322663,-0.52549595,NONE_STR,NONE_STR,0.45322663,1.2501237,0.45322663,2.004633,0.45422712,19.486074
454,,,,,0.45422712,-0.66218454,NONE_STR,NONE_STR,0.45422712,1.2540855,0.45422712,2.127066,0.45522764,18.657345
455,,,,,0.45522764,-0.7273145,NONE_STR,NONE_STR,0.45522764,1.1660843,0.45522764,2.244294,0.45622814,13.127927
456,,,,,0.45622814,-0.71797097,NONE_STR,NONE_STR,0.45622814,1.046599,0.45622814,2.326779,0.45722863,-6.174187
457,,,,,0.45722863,-0.61135674,NONE_STR,NONE_STR,0.45722863,0.93014544,0.45722863,2.287987,0.45822912,-11.516003
458,,,,,0.45822912,-0.588961,NONE_STR,NONE_STR,0.45822912,0.9798637,0.45822912,2.2156284,0.45922962,12.075471
459,,,,,0.45922962,-0.7319835,NONE_STR,NONE_STR,0.45922962,1.10921,0.45922962,2.2915008,0.46023014,29.107838
460,,,,,0.46023014,-0.8609524,NONE_STR,NONE_STR,0.46023014,1.0959774,0.46023014,2.4743915,0.46123064,3.5729477
461,,,,,0.46123064,-0.8132181,NONE_STR,NONE_STR,0.46123064,1.0174773,0.46123064,2.4968417,0.46223113,14.576838
462,,,,,0.46223113,-0.92482066,NONE_STR,NONE_STR,0.46223113,1.0869161,0.46223113,2.588429,0.46323162,21.855997
463,,,,,0.46323162,-0.9164593,NONE_STR,NONE_STR,0.46323162,1.0018375,0.46323162,2.7257555,0.46423215,-0.33422393
464,,,,,0.46423215,-0.86793864,NONE_STR,NONE_STR,0.46423215,0.9496791,0.46423215,2.723656,0.46523264,11.464093
465,,,,,0.46523264,-0.93868876,NONE_STR,NONE_STR,0.46523264,0.9977896,0.46523264,2.7956853,0.46623313,19.38954
466,,,,,0.46623313,-0.89622355,NONE_STR,NONE_STR,0.46623313,0.9192044,0.46623313,2.9175136,0.46723363,-7.3802466
467,,,,,0.46723363,-0.8984594,NONE_STR,NONE_STR,0.46723363,0.9323495,0.46723363,2.8711429,0.46823412,33.56871
468,,,,,0.46823412,-0.93928754,NONE_STR,NONE_STR,0.46823412,0.94095445,0.46823412,3.0820613,0.46923465,-25.424696
469,,,,,0.46923465,-0.79140997,NONE_STR,NONE_STR,0.46923465,0.8108258,0.46923465,2.9223123,0.47023514,24.611752
470,,,,,0.47023514,-1.1703373,NONE_STR,NONE_STR,0.47023514,1.1727865,0.47023514,3.0769541,0.47123563,68.30766
471,,,,,0.47123563,-0.96089643,NONE_STR,NONE_STR,0.47123563,1.028484,0.47123563,-2.7770426,0.47223613,7.268535
472,,,,,0.47223613,-0.74682945,NONE_STR,NONE_STR,0.47223613,0.8143975,0.47223613,-2.7313726,0.47323662,21.657164
473,,,,,0.47323662,-0.6152742,NONE_STR,NONE_STR,0.47323662,0.7200784,0.47323662,-2.5952961,0.47423714,1.5846038
474,,,,,0.47423714,-0.50711447,NONE_STR,NONE_STR,0.47423714,0.59713924,0.47423714,-2.5853405,0.47523764,19.964188
475,,,,,0.47523764,-0.36993867,NONE_STR,NONE_STR,0.47523764,0.47641274,0.47523764,-2.4599023,0.47623813,-58.759052
476,,,,,0.47623813,-0.30541882,NONE_STR,NONE_STR,0.47623813,0.32096344,0.47623813,-2.8290958,0.47723863,-38.073597
477,,,,,0.47723863,-0.43876457,NONE_STR,NONE_STR,0.47723863,0.43994504,0.47723863,-3.0683205,0.47823915,39.59567
478,,,,,0.47823915,-0.43065652,NONE_STR,NONE_STR,0.47823915,0.4539986,0.47823915,-2.819533,0.47923964,-35.12326
479,,,,,0.47923964,-0.2577845,NONE_STR,NONE_STR,0.47923964,0.25911477,0.47923964,-3.0402184,0.48024014,-79.54984
480,,,,,0.48024014,-0.3877477,NONE_STR,NONE_STR,0.48024014,0.4207044,0.48024014,2.7431417,0.48124063,7.043898
481,,,,,0.48124063,-0.49577928,NONE_STR,NONE_STR,0.48124063,0.5285907,0.48124063,2.7873995,0.48224112,17.799473
482,,,,,0.48224112,-0.6304126,NONE_STR,NONE_STR,0.48224112,0.6493909,0.48224112,2.8992364,0.48324165,-3.9432957
483,,,,,0.48324165,-0.5885427,NONE_STR,NONE_STR,0.48324165,0.6101849,0.48324165,2.87446,0.48424214,-11.287418
484,,,,,0.48424214,-0.812554,NONE_STR,NONE_STR,0.48424214,0.8613019,0.48424214,2.8035393,0.48524264,32.712658
485,,,,,0.48524264,-0.98576885,NONE_STR,NONE_STR,0.48524264,0.99448776,0.48524264,3.0090778,0.48624313,19.161867
486,,,,,0.48624313,-1.1202564,NONE_STR,NONE_STR,0.48624313,1.1203387,0.48624313,3.129476,0.48724365,24.809372
487,,,,,0.48724365,-1.114599,NONE_STR,NONE_STR,0.48724365,1.1262175,0.48724365,-2.997828,0.48824415,0.53609395
488,,,,,0.48824415,-1.2330253,NONE_STR,NONE_STR,0.48824415,1.2464931,0.48824415,-2.9944599,0.48924464,25.115667
489,,,,,0.48924464,-1.3274148,NONE_STR,NONE_STR,0.48924464,1.3916168,0.48924464,-2.8366532,0.49024513,16.186941
490,,,,,0.49024513,-1.4310731,NONE_STR,NONE_STR,0.49024513,1.5581346,0.49024513,-2.7349472,0.49124563,41.529675
491,,,,,0.49124563,-1.3158183,NONE_STR,NONE_STR,0.49124563,1.6755208,0.49124563,-2.4740076,0.49224615,18.68163
492,,,,,0.49224615,-1.0968466,NONE_STR,NONE_STR,0.49224615,1.5505038,0.49224615,-2.3566277,0.49324664,17.647083
493,,,,,0.49324664,-1.0338016,NONE_STR,NONE_STR,0.49324664,1.6544536,0.49324664,-2.2457483,0.49424714,21.472597
494,,,,,0.49424714,-0.84262,NONE_STR,NONE_STR,0.49424714,1.6388052,0.49424714,-2.1108327,0.49524763,24.4967
495,,,,,0.49524763,-0.63933957,NONE_STR,NONE_STR,0.49524763,1.6976844,0.49524763,-1.9569143,0.49624813,18.483706
496,,,,,0.49624813,-0.40783978,NONE_STR,NONE_STR,0.49624813,1.529123,0.49624813,-1.8407791,0.49724865,2.460993
497,,,,,0.49724865,-0.42843238,NONE_STR,NONE_STR,0.49724865,1.7016169,0.49724865,-1.825315,0.49824914,44.954178
498,,,,,0.49824914,0.048569612,NONE_STR,NONE_STR,0.49824914,1.7388176,0.49824914,-1.5428602,0.49924964,10.623828
499,,,,,0.49924964,0.13987656,NONE_STR,NONE_STR,0.49924964,1.4794497,0.49924964,-1.4761086,0.50025016,11.827155
500,,,,,0.50025016,0.27240163,NONE_STR,NONE_STR,0.50025016,1.6195428,0.50025016,-1.4017963,0.5012506,33.20352
501,,,,,0.5012506,0.5480424,NONE_STR,NONE_STR,0.5012506,1.4863704,0.5012506,-1.1931734,0.50225115,1.7321359
502,,,,,0.50225115,0.5318874,NONE_STR,NONE_STR,0.50225115,1.404114,0.50225115,-1.1822901,0.5032517,28.181967
503,,,,,0.5032517,0.76134276,NONE_STR,NONE_STR,0.5032517,1.4206684,0.5032517,-1.0052174,0.50425214,12.6221895
504,,,,,0.50425214,0.72588706,NONE_STR,NONE_STR,0.50425214,1.2075806,0.50425214,-0.92590874,0.50525266,5.172426
505,,,,,0.50525266,0.75008786,NONE_STR,NONE_STR,0.50525266,1.196774,0.50525266,-0.8934105,0.5062531,6.972257
506,,,,,0.5062531,0.7145521,NONE_STR,NONE_STR,0.5062531,1.0821925,0.5062531,-0.84960234,0.50725365,4.074132
507,,,,,0.50725365,0.793897,NONE_STR,NONE_STR,0.50725365,1.1687176,0.50725365,-0.82400304,0.5082542,30.758314
508,,,,,0.5082542,0.81978595,NONE_STR,NONE_STR,0.5082542,1.0151036,0.5082542,-0.6307448,0.50925463,-34.96905
509,,,,,0.50925463,0.61599314,NONE_STR,NONE_STR,0.50925463,0.9338365,0.50925463,-0.8504606,0.51025516,15.448066
510,,,,,0.51025516,0.8326763,NONE_STR,NONE_STR,0.51025516,1.1416395,0.51025516,-0.75339735,0.5112556,18.203516
511,,,,,0.5112556,0.90929747,NONE_STR,NONE_STR,0.5112556,1.1328268,0.5112556,-0.6390209,0.51225615,26.52906
512,,,,,0.51225615,1.0580963,NONE_STR,NONE_STR,0.51225615,1.1881933,0.51225615,-0.4723347,0.51325667,22.499554
513,,,,,0.51325667,0.9053452,NONE_STR,NONE_STR,0.51325667,0.95729816,0.51325667,-0.33096373,0.51425713,-30.703066
514,,,,,0.51425713,0.8419317,NONE_STR,NONE_STR,0.51425713,0.97233635,0.51425713,-0.523879,0.51525766,22.040564
515,,,,,0.51525766,1.0594672,NONE_STR,NONE_STR,0.51525766,1.1433299,0.51525766,-0.38539374,0.5162581,23.697416
516,,,,,0.5162581,1.1288152,NONE_STR,NONE_STR,0.5162581,1.1611358,0.5162581,-0.23649725,0.51725864,33.597244
517,,,,,0.51725864,1.1517246,NONE_STR,NONE_STR,0.51725864,1.1520963,0.51725864,-0.02540123,0.51825917,19.27024
518,,,,,0.51825917,0.95945156,NONE_STR,NONE_STR,0.51825917,0.96386003,0.51825917,0.09567943,0.51925963,3.6773736
519,,,,,0.51925963,0.94372684,NONE_STR,NONE_STR,0.51925963,0.9504241,0.51925963,0.11878449,0.52026016,21.94464
520,,,,,0.52026016,0.8087718,NONE_STR,NONE_STR,0.52026016,0.83616287,0.52026016,0.256665,0.5212606,-14.328826
521,,,,,0.5212606,0.8214098,NONE_STR,NONE_STR,0.5212606,0.8329476,0.5212606,0.16663638,0.52226114,47.14409
522,,,,,0.52226114,0.7922591,NONE_STR,NONE_STR,0.52226114,0.8854194,0.52226114,0.46284917,0.52326167,18.54533
523,,,,,0.52326167,0.47329825,NONE_STR,NONE_STR,0.52326167,0.5656015,0.52326167,0.5793748,0.52426213,-37.15137
524,,,,,0.52426213,0.58508116,NONE_STR,NONE_STR,0.52426213,0.62192655,0.52426213,0.3459431,0.52526265,43.60757
525,,,,,0.52526265,0.43199745,NONE_STR,NONE_STR,0.52526265,0.53076494,0.52526265,0.6199375,0.5262632,-45.12782
526,,,,,0.5262632,0.41993156,NONE_STR,NONE_STR,0.5262632,0.4448656,0.5262632,0.3363928,0.52726364,32.31681
527,,,,,0.52726364,0.3842566,NONE_STR,NONE_STR,0.52726364,0.44785494,0.52726364,0.5394458,0.52826416,-41.526333
528,,,,,0.52826416,0.2956839,NONE_STR,NONE_STR,0.52826416,0.30753583,0.52826416,0.27852634,0.5292646,-4.472104
529,,,,,0.5292646,0.28751925,NONE_STR,NONE_STR,0.5292646,0.29677695,0.5292646,0.2504303,0.53026515,-144.45758
530,,,,,0.53026515,0.22162935,NONE_STR,NONE_STR,0.53026515,0.2799447,0.53026515,-0.65722626,0.5312657,19.64423
531,,,,,0.5312657,0.46709985,NONE_STR,NONE_STR,0.5312657,0.5425838,0.5312657,-0.53379864,0.53226614,12.356267
532,,,,,0.53226614,0.5662694,NONE_STR,NONE_STR,0.53226614,0.6307643,0.53226614,-0.4561588,0.53326666,19.22167
533,,,,,0.53326666,0.7189977,NONE_STR,NONE_STR,0.53326666,0.7614222,0.53326666,-0.33538842,0.5342671,1.6781015
534,,,,,0.5342671,0.76450366,NONE_STR,NONE_STR,0.5342671,0.80669355,0.5342671,-0.3248449,0.53526765,5.739787
535,,,,,0.53526765,0.9857874,NONE_STR,NONE_STR,0.53526765,1.0283703,0.53526765,-0.28878033,0.5362682,26.469563
536,,,,,0.5362682,1.2339641,NONE_STR,NONE_STR,0.5362682,1.2432759,0.5362682,-0.12246726,0.53726864,37.62918
537,,,,,0.53726864,1.3498735,NONE_STR,NONE_STR,0.53726864,1.358687,0.53726864,0.1139634,0.53826916,15.814467
538,,,,,0.53826916,1.2741674,NONE_STR,NONE_STR,0.53826916,1.3037212,0.53826916,0.21333054,0.5392696,8.715928
539,,,,,0.5392696,1.4582758,NONE_STR,NONE_STR,0.5392696,1.5122982,0.5392696,0.2680925,0.54027015,33.897167
540,,,,,0.54027015,1.4775506,NONE_STR,NONE_STR,0.54027015,1.666728,0.54027015,0.48107558,0.5412707,28.56112
541,,,,,0.5412707,1.3097365,NONE_STR,NONE_STR,0.5412707,1.6585964,0.5412707,0.6605326,0.54227114,15.761041
542,,,,,0.54227114,1.2221501,NONE_STR,NONE_STR,0.54227114,1.6854,0.54227114,0.75955933,0.54327166,32.021748
543,,,,,0.54327166,1.0262474,NONE_STR,NONE_STR,0.54327166,1.7913268,0.54327166,0.96075916,0.5442722,21.470472
544,,,,,0.5442722,0.71877784,NONE_STR,NONE_STR,0.5442722,1.5712453,0.5442722,1.0956625,0.54527265,3.4867356
545,,,,,0.54527265,0.771805,NONE_STR,NONE_STR,0.54527265,1.7626343,0.54527265,1.117568,0.5462732,47.40758
546,,,,,0.5462732,0.2654249,NONE_STR,NONE_STR,0.5462732,1.715391,0.5462732,1.4154407,0.54727364,-4.1806827
547,,,,,0.54727364,0.27017218,NONE_STR,NONE_STR,0.54727364,1.495735,0.54727364,1.389171,0.54827416,21.810463
548,,,,,0.54827416,0.07710474,NONE_STR,NONE_STR,0.54827416,1.7300314,0.54827416,1.5262132,0.5492747,33.246933
549,,,,,0.5492747,-0.2617357,NONE_STR,NONE_STR,0.5492747,1.6001035,0.5492747,1.735109,0.55027515,21.334475
550,,,,,0.55027515,-0.4342053,NONE_STR,NONE_STR,0.55027515,1.477122,0.55027515,1.8691568,0.5512757,6.555767
551,,,,,0.5512757,-0.42218798,NONE_STR,NONE_STR,0.5512757,1.2675834,0.5512757,1.9103489,0.55227613,0.9052277
552,,,,,0.55227613,-0.44891715,NONE_STR,NONE_STR,0.55227613,1.3264968,0.55227613,1.916037,0.55327666,18.834322
553,,,,,0.55327666,-0.5695488,NONE_STR,NONE_STR,0.55327666,1.2737247,0.55327666,2.0343752,0.5542772,9.714654
554,,,,,0.5542772,-0.64063346,NONE_STR,NONE_STR,0.5542772,1.2790143,0.5542772,2.0954123,0.55527765,22.49409
555,,,,,0.55527765,-0.7378241,NONE_STR,NONE_STR,0.55527765,1.19426,0.55527765,2.2367492,0.55627817,1.9173099
556,,,,,0.55627817,-0.6946153,NONE_STR,NONE_STR,0.55627817,1.1074241,0.55627817,2.2487943,0.55727863,9.012814
557,,,,,0.55727863,-0.7367404,NONE_STR,NONE_STR,0.55727863,1.0991018,0.55727863,2.3054247,0.55827916,12.7691145
558,,,,,0.55827916,-0.76832014,NONE_STR,NONE_STR,0.55827916,1.0559226,0.55827916,2.3856559,0.5592797,0.6053065
559,,,,,0.5592797,-0.68884933,NONE_STR,NONE_STR,0.5592797,0.9433294,0.5592797,2.3894577,0.56028014,-11.955563
560,,,,,0.56028014,-0.70191723,NONE_STR,NONE_STR,0.56028014,1.0369581,0.56028014,2.3143396,0.56128067,25.37066
561,,,,,0.56128067,-0.87427783,NONE_STR,NONE_STR,0.56128067,1.1135052,0.56128067,2.473748,0.56228113,12.142558
562,,,,,0.56228113,-0.849278,NONE_STR,NONE_STR,0.56228113,1.0231315,0.56228113,2.5500422,0.56328166,-8.51679
563,,,,,0.56328166,-0.85396403,NONE_STR,NONE_STR,0.56328166,1.0687083,0.56328166,2.4965296,0.5642822,29.284208
564,,,,,0.5642822,-1.1467755,NONE_STR,NONE_STR,0.5642822,1.2804857,0.5642822,2.680526,0.56528264,45.330597
565,,,,,0.56528264,-1.0296009,NONE_STR,NONE_STR,0.56528264,1.0458009,0.56528264,2.96535,0.56628317,-40.317543
566,,,,,0.56628317,-0.91564006,NONE_STR,NONE_STR,0.56628317,1.0071428,0.56628317,2.712026,0.5672837,47.38451
567,,,,,0.5672837,-1.2207258,NONE_STR,NONE_STR,0.5672837,1.2314129,0.5672837,3.0097492,0.56828415,11.220331
568,,,,,0.56828415,-0.93473345,NONE_STR,NONE_STR,0.56828415,0.9364948,0.56828415,3.0802505,0.5692847,3.3106685
569,,,,,0.5692847,-1.1836554,NONE_STR,NONE_STR,0.5692847,1.1846287,0.5692847,3.1010532,0.57028514,54.29545
570,,,,,0.57028514,-1.0019875,NONE_STR,NONE_STR,0.57028514,1.0490298,0.57028514,-2.8409836,0.57128567,4.4678545
571,,,,,0.57128567,-0.87223244,NONE_STR,NONE_STR,0.57128567,0.9215645,0.57128567,-2.8129125,0.5722862,26.342066
572,,,,,0.5722862,-0.6861125,NONE_STR,NONE_STR,0.5722862,0.77936083,0.5722862,-2.6474018,0.57328665,-12.069096
573,,,,,0.57328665,-0.68388706,NONE_STR,NONE_STR,0.57328665,0.74843484,0.57328665,-2.7232323,0.5742872,48.654015
574,,,,,0.5742872,-0.45812324,NONE_STR,NONE_STR,0.5742872,0.6115477,0.5742872,-2.4175305,0.57528764,-64.86555
575,,,,,0.57528764,-0.47719905,NONE_STR,NONE_STR,0.57528764,0.5021401,0.57528764,-2.8250926,0.57628816,56.743996
576,,,,,0.57628816,-0.4132313,NONE_STR,NONE_STR,0.57628816,0.528473,0.57628816,-2.4685595,0.5772887,-82.477715
577,,,,,0.5772887,-0.33372015,NONE_STR,NONE_STR,0.5772887,0.33775952,0.5772887,-2.9867816,0.57828915,34.93414
578,,,,,0.57828915,-0.42097437,NONE_STR,NONE_STR,0.57828915,0.45229068,0.57828915,-2.7672842,0.5792897,-77.95826
579,,,,,0.5792897,-0.34540558,NONE_STR,NONE_STR,0.5792897,0.34772316,0.5792897,3.0260727,0.58029014,52.222107
580,,,,,0.58029014,-0.47624806,NONE_STR,NONE_STR,0.58029014,0.48721758,0.58029014,-2.9289916,0.58129066,-109.8258
581,,,,,0.58129066,-0.24417754,NONE_STR,NONE_STR,0.58129066,0.27492273,0.58129066,2.664139,0.5822912,8.002553
582,,,,,0.5822912,-0.6005001,NONE_STR,NONE_STR,0.5822912,0.65978765,0.5822912,2.7144217,0.58329165,27.889029
583,,,,,0.58329165,-0.6849586,NONE_STR,NONE_STR,0.58329165,0.7072873,0.58329165,2.8896518,0.5842922,18.186516
584,,,,,0.5842922,-0.79586965,NONE_STR,NONE_STR,0.5842922,0.8034717,0.5842922,3.0039234,0.58529264,-9.482731
585,,,,,0.58529264,-0.8101934,NONE_STR,NONE_STR,0.58529264,0.8262151,0.58529264,2.9443386,0.58629316,15.46112
586,,,,,0.58629316,-1.0989683,NONE_STR,NONE_STR,0.58629316,1.1044981,0.58629316,3.0414839,0.5872937,27.65407
587,,,,,0.5872937,-1.1883872,NONE_STR,NONE_STR,0.5872937,1.1916173,0.5872937,-3.0679467,0.58829415,21.199692
588,,,,,0.58829415,-1.2669382,NONE_STR,NONE_STR,0.58829415,1.2945338,0.58829415,-2.934744,0.5892947,11.786174
589,,,,,0.5892947,-1.3258535,NONE_STR,NONE_STR,0.5892947,1.3799398,0.5892947,-2.860689,0.5902952,29.460274
590,,,,,0.5902952,-1.4324577,NONE_STR,NONE_STR,0.5902952,1.6034343,0.5902952,-2.6755831,0.59129566,29.3431
591,,,,,0.59129566,-1.2565256,NONE_STR,NONE_STR,0.59129566,1.5788358,0.59129566,-2.491216,0.5922962,24.87828
592,,,,,0.5922962,-1.1221718,NONE_STR,NONE_STR,0.5922962,1.6218898,0.5922962,-2.3349018,0.59329665,10.010325
593,,,,,0.59329665,-0.96421057,NONE_STR,NONE_STR,0.59329665,1.4945707,0.59329665,-2.2720056,0.5942972,13.739305
594,,,,,0.5942972,-1.0262356,NONE_STR,NONE_STR,0.5942972,1.7789934,0.5942972,-2.1856794,0.5952977,34.702217
595,,,,,0.5952977,-0.6526475,NONE_STR,NONE_STR,0.5952977,1.6885812,0.5952977,-1.967637,0.59629816,12.215413
596,,,,,0.59629816,-0.5849923,NONE_STR,NONE_STR,0.59629816,1.8591673,0.59629816,-1.8908873,0.5972987,49.68674
597,,,,,0.5972987,-0.0134848505,NONE_STR,NONE_STR,0.5972987,1.7076213,0.5972987,-1.5786933,0.59829915,-11.435254
598,,,,,0.59829915,-0.12705073,NONE_STR,NONE_STR,0.59829915,1.5948137,0.59829915,-1.6505457,0.59929967,45.49938
599,,,,,0.59929967,0.3545257,NONE_STR,NONE_STR,0.59929967,1.7321429,0.59929967,-1.364665,0.6003002,7.7068815
600,,,,,0.6003002,0.34824783,NONE_STR,NONE_STR,0.6003002,1.3829461,0.6003002,-1.3162402,0.60130066,16.261314
601,,,,,0.60130066,0.5227736,NONE_STR,NONE_STR,0.60130066,1.4970102,0.60130066,-1.2140665,0.6023012,8.59511
602,,,,,0.6023012,0.51961684,NONE_STR,NONE_STR,0.6023012,1.3013808,0.6023012,-1.1600636,0.60330164,24.299688
603,,,,,0.60330164,0.7713704,NONE_STR,NONE_STR,0.60330164,1.4443078,0.60330164,-1.0073817,0.60430217,18.675861
604,,,,,0.60430217,0.6504404,NONE_STR,NONE_STR,0.60430217,1.0334578,0.60430217,-0.89003783,0.6053027,-30.773493
605,,,,,0.6053027,0.58908904,NONE_STR,NONE_STR,0.6053027,1.2578417,0.6053027,-1.083393,0.60630316,52.243355
606,,,,,0.60630316,0.9316089,NONE_STR,NONE_STR,0.60630316,1.2793719,0.60630316,-0.7551382,0.6073037,12.2469845
607,,,,,0.6073037,0.7819241,NONE_STR,NONE_STR,0.6073037,1.0041298,0.6073037,-0.678192,0.60830414,-21.540897
608,,,,,0.60830414,0.62606627,NONE_STR,NONE_STR,0.60830414,0.91139317,0.60830414,-0.81353575,0.60930467,3.745372
609,,,,,0.60930467,0.7342988,NONE_STR,NONE_STR,0.60930467,1.0432693,0.60930467,-0.79000187,0.6103052,6.6523004
610,,,,,0.6103052,0.68448967,NONE_STR,NONE_STR,0.6103052,0.93393177,0.6103052,-0.7482041,0.61130565,-8.53379
611,,,,,0.61130565,0.78100973,NONE_STR,NONE_STR,0.61130565,1.1231139,0.61130565,-0.80182445,0.6123062,30.074688
612,,,,,0.6123062,0.92953163,NONE_STR,NONE_STR,0.6123062,1.1363374,0.6123062,-0.6128593,0.6133067,7.176859
613,,,,,0.6133067,1.0402571,NONE_STR,NONE_STR,0.6133067,1.233841,0.6133067,-0.5677654,0.61430717,46.483536
614,,,,,0.61430717,1.1522576,NONE_STR,NONE_STR,0.61430717,1.1974804,0.61430717,-0.27569968,0.6153077,-6.7324414
615,,,,,0.6153077,0.92277515,NONE_STR,NONE_STR,0.6153077,0.9714834,0.6153077,-0.3180021,0.61630815,4.794489
616,,,,,0.61630815,1.0823008,NONE_STR,NONE_STR,0.61630815,1.12875,0.61630815,-0.2878762,0.6173087,31.05945
617,,,,,0.6173087,1.0801884,NONE_STR,NONE_STR,0.6173087,1.0848489,0.6173087,-0.09272576,0.6183092,5.5612917
618,,,,,0.6183092,0.9779521,NONE_STR,NONE_STR,0.6183092,0.9795871,0.6183092,-0.057784054,0.61930966,4.5686374
619,,,,,0.61930966,1.0671571,NONE_STR,NONE_STR,0.61930966,1.0676084,0.61930966,-0.029076029,0.6203102,43.2354
620,,,,,0.6203102,1.0624393,NONE_STR,NONE_STR,0.6203102,1.0944836,0.6203102,0.24257779,0.62131065,30.01944
621,,,,,0.62131065,0.7536748,NONE_STR,NONE_STR,0.62131065,0.82961285,0.62131065,0.431198,0.6223112,-23.535921
622,,,,,0.6223112,0.7102643,NONE_STR,NONE_STR,0.6223112,0.73975575,0.6223112,0.2833168,0.6233117,22.245773
623,,,,,0.6233117,0.70351887,NONE_STR,NONE_STR,0.6233117,0.7715507,0.6233117,0.4230901,0.62431216,5.016091
624,,,,,0.62431216,0.57516664,NONE_STR,NONE_STR,0.62431216,0.6401888,0.62431216,0.45460886,0.6253127,19.94051
625,,,,,0.6253127,0.55904365,NONE_STR,NONE_STR,0.6253127,0.6682982,0.6253127,0.57989854,0.62631315,24.158834
626,,,,,0.62631315,0.2940463,NONE_STR,NONE_STR,0.62631315,0.3952,0.62631315,0.731693,0.6273137,-70.05649
627,,,,,0.6273137,0.44977742,NONE_STR,NONE_STR,0.6273137,0.4695896,0.6273137,0.29151487,0.6283142,79.64122
628,,,,,0.6283142,0.2479533,NONE_STR,NONE_STR,0.6283142,0.35296682,0.6283142,0.7919156,0.62931466,-201.2623
629,,,,,0.62931466,0.196799,NONE_STR,NONE_STR,0.62931466,0.22103222,0.62931466,-0.47265357,0.6303152,12.51412
630,,,,,0.6303152,0.3917606,NONE_STR,NONE_STR,0.6303152,0.42427227,0.6303152,-0.39402655,0.6313157,1.7503498
631,,,,,0.6313157,0.45018148,NONE_STR,NONE_STR,0.6313157,0.48535123,0.6313157,-0.38302723,0.6323162,-21.856606
632,,,,,0.6323162,0.4903588,NONE_STR,NONE_STR,0.6323162,0.56516224,0.6323162,-0.52035534,0.6333167,9.422626
633,,,,,0.6333167,0.7326605,NONE_STR,NONE_STR,0.6333167,0.81812096,0.6333167,-0.4611519,0.63431716,23.177109
634,,,,,0.63431716,0.8799588,NONE_STR,NONE_STR,0.63431716,0.92565536,0.63431716,-0.31552595,0.6353177,19.148207
635,,,,,0.6353177,1.1227256,NONE_STR,NONE_STR,0.6353177,1.1444638,0.6353177,-0.1952157,0.6363182,32.239708
636,,,,,0.6363182,1.1960346,NONE_STR,NONE_STR,0.6363182,1.1960669,0.6363182,0.0073528737,0.6373187,15.190948
637,,,,,0.6373187,1.32085,NONE_STR,NONE_STR,0.6373187,1.3278602,0.6373187,0.10280084,0.6383192,30.64964
638,,,,,0.6383192,1.2708405,NONE_STR,NONE_STR,0.6383192,1.3283687,0.6383192,0.2953765,0.63931966,3.2639196
639,,,,,0.63931966,1.3444294,NONE_STR,NONE_STR,0.63931966,1.4144124,0.63931966,0.31588596,0.6403202,29.983011
640,,,,,0.6403202,1.3142768,NONE_STR,NONE_STR,0.6403202,1.5011295,0.6403202,0.50427455,0.6413207,8.013481
641,,,,,0.6413207,1.3352687,NONE_STR,NONE_STR,0.6413207,1.5707229,0.6413207,0.5546246,0.64232117,36.286213
642,,,,,0.64232117,1.1823102,NONE_STR,NONE_STR,0.64232117,1.6674083,0.64232117,0.78261703,0.6433217,3.6870878
643,,,,,0.6433217,1.0855365,NONE_STR,NONE_STR,0.6433217,1.5674561,0.6433217,0.805783,0.64432216,24.744713
644,,,,,0.64432216,1.053666,NONE_STR,NONE_STR,0.64432216,1.8405093,0.64432216,0.9612615,0.6453227,26.936443
645,,,,,0.6453227,0.75298506,NONE_STR,NONE_STR,0.6453227,1.7667333,0.6453227,1.1305063,0.6463232,27.723282
